,ID,X,Y,H,H_err,J,J_err,K,K_err,chi,sharp,ra,dec
15938,5003258,1543.960,2429.518,20.975,0.1663,21.665000000000003,0.0222,20.9395,0.0441,1.0650,1.5260,359.509153073934,-32.62831163533296
15940,57472,2087.658,2429.618,21.043,0.2316,21.955000000000002,0.0278,20.9965,0.0459,1.2300,1.7867,359.4804606667114,-32.62831389549047
15950,57481,2918.170,2429.878,20.372999999999998,0.0853,21.496000000000002,0.0197,20.139499999999998,0.0303,1.0087,0.7673,359.4366323097889,-32.62829998596732
15951,263811,2683.302,2429.926,20.592,0.1090,21.34,0.0168,20.2995,0.0237,1.1353,1.1073,359.44902692590114,-32.628300062253274
15954,57558,1616.887,2430.022,20.689999999999998,0.0991,21.568,0.0210,20.4455,0.0315,1.0830,0.4587,359.50530451087224,-32.62829051353479
15959,263824,127.054,2430.160,26.106,0.2476,,0.1459,23.9485,0.1716,0.0803,7.9767,359.5839268389729,-32.628234971613196
15960,263812,2768.820,2430.162,20.238999999999997,0.0654,21.446,0.0200,19.6765,0.0158,0.9250,-0.5460,359.4445139134607,-32.62828890977743
15965,263837,1289.479,2430.336,21.337000000000003,0.1756,21.956000000000003,0.0274,21.1035,0.0516,1.1570,1.1237,359.5225826911631,-32.62826990003207
15970,263833,1021.469,2430.439,21.572000000000003,0.1903,22.191000000000003,0.0328,21.0065,0.0467,1.0907,0.5360,359.53672627678935,-32.62825811108049
15976,263844,2093.037,2430.668,20.731,0.1079,21.714000000000002,0.0219,20.5185,0.0337,1.0477,1.0550,359.48017679462254,-32.628267262583364
15980,5003270,3784.550,2430.875,20.459000000000003,0.1082,21.623,0.0208,20.4545,0.0314,0.9970,0.3290,359.390911177234,-32.62823699462548
15988,57569,2751.989,2431.107,20.292,0.0769,20.998,0.0136,19.8295,0.0199,1.0577,0.4950,359.44540213981736,-32.62824705316114
15992,5009147,1916.160,2431.332,,,22.602,0.0448,21.7085,0.0768,0.5415,1.9050,359.48951105813245,-32.62823630737902
16001,5009153,3362.425,2431.627,,,22.55,0.0432,21.6955,0.0942,0.5650,2.2165,359.4131878327297,-32.62821474357735
16003,5003274,3213.037,2431.701,21.604,0.2447,22.289,0.0347,21.3085,0.0666,0.9080,0.1350,359.42107142950937,-32.62821446588011
16006,5009155,2043.805,2431.786,,,21.67,0.0228,21.2665,0.0587,0.6130,-0.0250,359.48277488911253,-32.628217241118755
16011,57499,2009.101,2431.954,20.728,0.1122,21.439,0.0198,20.1725,0.0266,1.0797,0.4233,359.4846063092431,-32.62820950785649
16014,57622,1178.937,2432.065,21.109,0.1478,21.059,0.0152,20.8415,0.0525,1.1283,-0.0810,359.5284162286973,-32.628190273486105
16018,263888,3478.626,2432.320,20.377000000000002,0.0901,21.253,0.0164,20.1145,0.0279,1.1487,-0.2477,359.40705562367367,-32.628181260774205
16029,5003277,1563.798,2432.885,20.456000000000003,0.1125,21.080000000000002,0.0143,20.4115,0.0300,1.0343,0.0327,359.5081060981299,-32.628162350321865
16040,5009176,3201.300,2433.333,,,22.455000000000002,0.0397,21.3565,0.0566,0.5565,-0.9025,359.42169085704944,-32.62814214831176
16041,5009177,3174.638,2433.426,,,23.218,0.0686,22.1665,0.1775,0.4020,-0.8135,359.42309788143024,-32.62813849369337
16043,5009178,3941.375,2433.572,,,23.377000000000002,0.0773,21.9635,0.1358,0.4395,-1.4785,359.38263522940036,-32.62811197591429
16044,5003282,1921.502,2433.573,21.552999999999997,0.2264,22.787000000000003,0.0526,21.7145,0.0775,0.8673,0.8843,359.48922912006356,-32.62813676116126
16052,263937,2374.089,2433.891,20.604,0.1296,21.218,0.0162,20.2015,0.0283,1.3363,0.3113,359.46534492883507,-32.62812489249327
16053,5003285,3601.244,2433.924,21.215000000000003,0.1824,21.900000000000002,0.0262,20.9145,0.0444,1.0067,-0.6770,359.40058480799,-32.62810681780747
16054,5009182,3256.149,2433.997,,,23.114,0.0664,21.5795,0.0870,0.4660,1.4005,359.4187963494986,-32.6281116030796
16057,5009183,3172.225,2434.097,,,22.990000000000002,0.0592,21.7025,0.1432,0.5785,-0.6250,359.42322523566725,-32.62810871404373
16058,263944,2736.881,2434.121,20.972,0.1265,21.637,0.0225,20.6735,0.0352,1.1170,0.1467,359.4461994577317,-32.628113221035264
16059,263928,1743.488,2434.125,20.46,0.0880,21.022000000000002,0.0146,19.5925,0.0205,1.1413,0.2310,359.4986233701578,-32.628110098243965
16067,57714,3100.208,2434.334,20.453000000000003,0.0822,21.243000000000002,0.0147,20.0535,0.0230,1.0340,0.5127,359.42702576162765,-32.62809939150631
16080,5009193,1524.006,2434.777,,,21.943,0.0271,21.0905,0.0517,0.6075,1.1955,359.5102059827803,-32.62807753199402
16084,5009197,3495.593,2434.910,,,23.286,0.0774,22.4025,0.2574,0.4590,3.6590,359.40616030737414,-32.62806573311096
16088,5003293,3127.569,2435.035,21.307000000000002,0.2032,22.194000000000003,0.0319,21.1545,0.0506,1.0500,0.1617,359.4255818655607,-32.62806778944897
16089,5009199,2936.631,2435.039,,,21.880000000000003,0.0245,21.1405,0.0476,0.5690,0.4000,359.43565814924375,-32.62807038303486
16099,263982,3079.565,2435.505,19.221000000000004,0.0371,19.868000000000002,0.0069,18.7685,0.0135,1.1370,-0.3270,359.42811516713545,-32.628047673048634
16100,57570,3271.445,2435.556,20.698999999999998,0.0955,21.42,0.0186,20.4985,0.0328,1.0677,-0.0723,359.4179891771323,-32.62804201400902
16106,264006,1997.847,2435.826,20.537999999999997,0.0976,20.913,0.0125,19.7705,0.0203,1.0880,0.8457,359.4852001743076,-32.628037326895274
16113,264013,2818.500,2436.001,21.456000000000003,0.1582,21.714000000000002,0.0208,20.8595,0.0380,0.9810,-1.3760,359.441892234531,-32.62802893918235
16115,57599,2771.182,2436.075,20.326,0.0723,20.938000000000002,0.0117,20.0575,0.0206,0.9607,0.2123,359.444389325793,-32.62802608929756
16116,5003297,2630.605,2436.173,21.369999999999997,0.2278,21.875,0.0260,20.8315,0.0390,1.0340,-1.4453,359.45180793031903,-32.628022746476
16135,57584,1461.045,2436.835,20.936999999999998,0.1325,21.504,0.0208,20.4515,0.0307,1.1987,0.9590,359.5135285450409,-32.62798483975026
16137,57674,1781.850,2437.013,21.657000000000004,0.1962,22.186,0.0314,21.3655,0.0614,0.9710,0.8807,359.49659886407403,-32.627982260817895
16141,5009231,2799.955,2437.158,,,22.376,0.0375,21.6185,0.0723,0.5175,0.9660,359.4428709139451,-32.627977694931424
16142,57506,2947.245,2437.194,20.688000000000002,0.0994,21.483,0.0191,20.6575,0.0346,1.0790,0.8280,359.4350980537432,-32.627974472380195
16144,5009232,988.578,2437.244,,,22.442,0.0391,21.4115,0.0619,0.6035,-0.2325,359.5384617733968,-32.627954672822156
16151,5009238,3380.959,2437.483,,,22.725,0.0486,22.4305,0.2488,0.4215,1.0170,359.4122098995466,-32.62795406920895
16156,5009241,733.412,2437.758,,,23.114,0.0664,21.7775,0.0898,0.5285,-0.7730,359.55192747375366,-32.62792330441264
16159,5003304,1948.594,2437.941,20.569000000000003,0.1178,21.922,0.0224,19.7785,0.0202,0.8683,1.3930,359.4877993563208,-32.62794289071266
16160,264077,3108.550,2438.041,21.042,0.1274,21.91,0.0247,20.7115,0.0345,1.0703,-0.2280,359.4265856042044,-32.627934501676044
16163,264078,3285.085,2438.140,20.522,0.0928,21.384,0.0180,20.2225,0.0275,1.1043,0.4213,359.41726942167844,-32.62792689757013
16164,5003306,2722.243,2438.146,20.777,0.1328,21.568,0.0212,20.4295,0.0309,1.0357,-1.0510,359.4469719793977,-32.62793444695439
16165,264086,831.733,2438.195,20.584000000000003,0.0938,21.804000000000002,0.0222,20.7175,0.0328,1.0480,0.1773,359.5467388232523,-32.627907336883965
16171,5009246,2636.733,2438.450,,,23.345000000000002,0.0822,22.0375,0.1438,0.4395,0.5575,359.4514845558953,-32.62792151147114
16176,5003307,2923.145,2438.651,21.148000000000003,0.1806,21.876,0.0241,20.9235,0.0409,0.9730,0.4863,359.43636989170136,-32.6279100151133
16177,5009250,3373.845,2438.709,,,22.129,0.0302,21.3655,0.0601,0.5355,1.5580,359.4125853548483,-32.627899737842334
16179,5009251,3051.003,2438.791,,,23.117,0.0691,22.4245,0.1431,0.5065,1.5950,359.4296225142728,-32.62790206418117
16180,5009252,1295.766,2438.830,,,23.178,0.0706,21.4615,0.0832,0.5300,1.1620,359.5222506697441,-32.627892539410276
16184,5009254,3155.089,2438.988,,,22.380000000000003,0.0349,21.4515,0.0636,0.5295,0.1575,359.4241296461754,-32.627891634900344
16188,5009258,3063.441,2439.138,,,23.537000000000003,0.0856,22.1695,0.1529,0.4115,0.0145,359.4289661368942,-32.62788645454261
16190,5009259,2828.105,2439.192,,,22.623,0.0453,21.796499999999998,0.0980,0.5175,-0.7425,359.4413853923016,-32.62788702189133
16199,5003314,3866.771,2439.501,21.203000000000003,0.1683,21.907,0.0242,20.8745,0.0389,0.9543,0.2233,359.386572500251,-32.62785098384664
16200,57849,1441.598,2439.525,21.122999999999998,0.1334,21.76,0.0243,20.6585,0.0376,1.1053,-0.0780,359.5145547456873,-32.62786488803732
16202,57713,2962.853,2439.585,21.176000000000002,0.1314,22.106,0.0301,20.8955,0.0419,0.9867,-0.0140,359.4342744175497,-32.62786800578057
16203,5009264,1913.420,2439.713,,,22.232000000000003,0.0328,21.6145,0.0763,0.5405,1.1595,359.4896555540231,-32.62786379089325
16205,5003316,1477.648,2439.752,20.92,0.1491,21.089000000000002,0.0154,20.1515,0.0327,0.8990,0.2047,359.51265229510415,-32.62785552711024
16218,264128,2897.575,2440.354,21.098,0.2305,22.075000000000003,0.0295,21.2205,0.0550,1.2167,1.2713,359.4377193066703,-32.62783462869351
16220,5009274,3753.111,2440.374,,,22.604000000000003,0.0452,21.7555,0.0889,0.5170,-0.4370,359.3925706373195,-32.62781578493847
16226,57802,2670.704,2440.698,21.067,0.1286,21.752000000000002,0.0241,20.6895,0.0356,1.0767,-0.8313,359.44969183979697,-32.62782139105138
16227,264151,1352.656,2440.725,21.188000000000002,0.1455,22.283,0.0344,21.3115,0.0569,1.0747,1.3483,359.51924839648854,-32.62780963606993
16238,264179,1874.450,2441.037,20.789,0.1011,21.852,0.0243,20.7205,0.0298,0.9753,0.7707,359.491712078236,-32.62780453313133
16240,264158,2795.856,2441.157,21.464,0.1768,21.968,0.0282,21.0885,0.0455,1.0443,1.7600,359.4430872725271,-32.62779999999915
16253,5003325,3218.207,2441.739,21.673000000000002,0.2373,22.555000000000003,0.0423,21.7095,0.0904,0.8850,1.1487,359.4207988168001,-32.62776823690404
16258,5003326,1187.596,2441.914,21.622999999999998,0.2579,22.381,0.0378,22.0195,0.1344,0.9650,-0.2320,359.5279589649259,-32.627752768285106
16261,264189,2750.128,2441.997,20.421999999999997,0.0816,21.299000000000003,0.0160,19.8705,0.0185,1.0347,-0.2010,359.4455004568252,-32.62776306888007
16266,264186,2633.023,2442.188,20.979999999999997,0.1208,21.518,0.0178,20.5665,0.0311,1.0263,0.1790,359.4516803670547,-32.62775539953957
16268,264184,2587.546,2442.217,20.581000000000003,0.0987,21.043000000000003,0.0142,20.3195,0.0281,1.1257,-0.0097,359.45408029636576,-32.62775434732025
16270,5003327,3063.180,2442.271,21.54,0.2396,22.217000000000002,0.0314,21.1935,0.0472,0.9737,1.1027,359.42897996698565,-32.62774721415759
16272,5003328,3540.404,2442.294,21.009999999999998,0.1512,22.358,0.0278,20.0795,0.0282,0.9427,-0.4203,359.4037957439812,-32.62773642468109
16273,5009308,878.027,2442.301,,,22.794,0.0529,21.6655,0.0919,0.5180,-0.1655,359.5442956180445,-32.627726400981174
16274,57804,2816.972,2442.343,21.139000000000003,0.1248,22.082,0.0274,20.9495,0.0407,0.9530,0.0343,359.4419729444177,-32.62774708761632
16289,57858,2687.166,2443.013,20.887,0.1141,21.682000000000002,0.0232,20.5065,0.0306,1.0820,-0.8213,359.44882311934805,-32.62771839159887
16295,264228,4085.832,2443.196,20.903,0.1297,21.758000000000003,0.0227,20.7665,0.0360,1.1570,0.6970,359.3750123065161,-32.62767901712755
16297,264254,2810.536,2443.367,20.439999999999998,0.0802,21.339000000000002,0.0152,20.1415,0.0233,0.9687,-0.2317,359.44231259902585,-32.62770163892679
16298,5009324,3034.761,2443.371,,,22.721,0.0494,21.5835,0.0645,0.5410,-1.2635,359.4304797234623,-32.62769874836355
16300,5009326,3585.225,2443.457,,,22.91,0.0549,21.7655,0.1073,0.4380,1.0660,359.40143047321703,-32.62768356028326
16301,5009327,1244.320,2443.497,,,16.902,0.0041,16.1925,0.0068,1.0760,-0.3015,359.5249654609349,-32.627683863281916
16304,5009329,594.732,2443.558,,,23.128,0.0694,21.8885,0.1032,0.5075,-0.5895,359.55924567427746,-32.62766029163852
16311,5003333,3068.629,2443.778,21.848,0.2973,22.268,0.0325,21.3225,0.0585,0.9527,-0.3750,359.42869243783235,-32.62768015326986
16321,5009341,3373.054,2444.156,,,21.996000000000002,0.0285,21.8945,0.0975,0.5235,1.2080,359.4126272402282,-32.6276576666062
16328,5003336,1326.086,2444.285,21.713,0.2564,22.629,0.0445,21.8075,0.0918,0.9330,2.0957,359.52065046050274,-32.627650806948196
16332,57790,1710.195,2444.413,21.415999999999997,0.2544,22.137,0.0309,21.2665,0.0537,1.0833,0.4497,359.50038014829266,-32.62765237816834
16335,57862,3003.133,2444.418,20.929000000000002,0.1153,21.457,0.0175,19.8605,0.0215,1.0917,-0.5480,359.4321488237777,-32.62765266493427
16341,5009355,2054.437,2444.620,,,22.905,0.0583,21.6385,0.1022,0.4670,2.7025,359.4822137028459,-32.627646917761254
16343,264242,1579.689,2444.738,20.917,0.1340,21.505000000000003,0.0203,20.4755,0.0363,1.1570,0.5810,359.5072672422814,-32.627635832266996
16344,264279,2617.489,2444.873,20.799,0.1118,21.430000000000003,0.0183,20.5495,0.0334,1.0540,0.3900,359.45250015015256,-32.62763615223754
16352,5003340,1492.410,2445.105,21.125999999999998,0.1716,21.806,0.0232,21.2885,0.0489,0.9650,0.9123,359.51187314528084,-32.62761790599501
16359,58027,3401.930,2445.379,19.826,0.0572,20.638,0.0114,19.6465,0.0203,1.1197,0.4570,359.4111034208603,-32.62760266548188
16361,5009365,1470.141,2445.442,,,23.277,0.0806,22.0025,0.1392,0.4460,-0.1740,359.5130483228078,-32.627602489200356
16363,5003341,3774.254,2445.495,21.700000000000003,0.2755,22.445,0.0384,21.4715,0.0702,0.9950,0.7130,359.39145505949375,-32.62758753695356
16364,5009367,2799.308,2445.531,,,22.329,0.0361,21.4925,0.0659,0.5475,0.6840,359.4429051508707,-32.62760556786678
16366,264281,2775.192,2445.663,21.448,0.1778,22.151,0.0304,21.1785,0.0500,1.0513,0.8580,359.4441778085377,-32.6275999209001
16369,264321,3242.331,2445.727,20.823999999999998,0.1042,21.516000000000002,0.0187,20.3085,0.0275,1.0503,0.5807,359.41952582715726,-32.62759053693715
16373,264299,799.670,2445.849,20.972,0.1130,21.824,0.0228,20.7665,0.0314,1.0730,0.8477,359.54843054818696,-32.62756605647921
16375,264315,2784.443,2445.859,21.283,0.1411,22.009,0.0276,20.7425,0.0355,1.0297,-0.6770,359.44368961431684,-32.627591127034485
16376,264316,2792.273,2445.884,21.125999999999998,0.1289,21.866000000000003,0.0247,20.8045,0.0376,1.0033,-0.0873,359.4432764077126,-32.62758994440114
16379,264323,3452.781,2445.977,20.950000000000003,0.1147,21.685000000000002,0.0230,20.2585,0.0294,1.0807,0.3810,359.4084199165114,-32.62757490604987
16380,5009371,3907.379,2446.041,,,22.893,0.0556,22.0565,0.1110,0.5405,-1.5385,359.3844297834338,-32.62755896190082
16387,5009374,3525.547,2446.322,,,22.615000000000002,0.0445,21.9475,0.1150,0.5160,1.0035,359.4045799035913,-32.6275577825247
16390,57904,1451.061,2446.535,20.772,0.1115,21.794,0.0237,20.4085,0.0258,1.1120,0.5863,359.51405519094556,-32.627553526597325
16393,5009378,872.095,2446.563,,,22.956000000000003,0.0597,22.0185,0.1060,0.4615,-1.1185,359.5446084955187,-32.62753678270636
16397,264344,1405.224,2446.621,20.653,0.1019,21.739,0.0227,20.7515,0.0371,1.0950,0.6743,359.5164741090264,-32.62754874695941
16399,5009382,3679.789,2446.633,,,23.201,0.0690,22.1875,0.1865,0.3970,0.3340,359.39644022479536,-32.62753977921527
16402,57723,1071.554,2446.685,20.153,0.0744,20.654,0.0108,19.9315,0.0245,1.1707,0.3680,359.53408260680914,-32.627537535547106
16404,264353,2982.717,2446.697,20.923000000000002,0.1113,21.508000000000003,0.0180,20.5215,0.0315,1.0580,0.3780,359.4332262593169,-32.627551654776774
16409,5009387,714.320,2446.958,,,23.26,0.0788,22.4685,0.2029,0.4865,-0.4460,359.5529346039477,-32.62751372062065
16411,5003349,2621.632,2446.999,21.384,0.2125,22.142000000000003,0.0319,21.5125,0.0687,0.9153,-0.0857,359.45228152826337,-32.62754164098468
16413,5009390,3755.139,2447.065,,,23.321,0.0804,22.4205,0.1542,0.4490,-1.4395,359.39246385686545,-32.62751834578161
16414,58263,1241.760,2447.068,17.003,0.0182,17.071,0.0089,16.3205,0.0133,1.5347,0.2980,359.52510045208123,-32.62752508839756
16418,5003351,1638.474,2447.173,21.755000000000003,0.2854,22.043000000000003,0.0291,20.9405,0.0411,0.9297,1.8577,359.5041649768094,-32.62752860322873
16419,5003352,1320.829,2447.179,21.652,0.2433,22.134,0.0292,21.1465,0.0489,0.9263,-0.6073,359.52092780449516,-32.627522062891956
16425,5009395,1036.067,2447.524,,,23.315,0.0806,22.5765,0.2728,0.4060,0.0550,359.5359553037061,-32.62749921227561
16426,5009396,2818.606,2447.539,,,23.025000000000002,0.0625,21.8405,0.1121,0.4300,0.4845,359.4418867747909,-32.627516138419175
16428,5003355,3770.234,2447.571,21.417,0.2035,22.474,0.0406,21.3815,0.0688,0.9397,0.5350,359.3916672795952,-32.627495394422496
16432,58091,3582.554,2447.672,21.125,0.1367,21.73,0.0230,20.8805,0.0400,1.0523,-0.5247,359.4015715612705,-32.6274962984474
16433,5009399,3036.804,2447.693,,,23.193,0.0677,22.0875,0.1132,0.4505,-0.4240,359.43037198454385,-32.62750662977815
16434,58046,2102.246,2447.749,20.292,0.0788,21.509,0.0202,20.4715,0.0353,0.9290,0.1630,359.4796906893364,-32.62750816367314
16438,264382,1656.986,2447.859,20.834000000000003,0.1172,21.577,0.0216,20.3385,0.0282,1.1413,-0.5103,359.50318804458533,-32.6274984113083
16440,5003357,2900.393,2447.994,21.209000000000003,0.1788,22.406000000000002,0.0359,21.4655,0.0648,0.9740,-0.4810,359.4375706992047,-32.627495040709256
16441,5003358,3659.964,2448.042,21.058999999999997,0.1507,21.825000000000003,0.0238,20.7505,0.0398,0.9953,1.4233,359.39748648073515,-32.62747772387745
16451,5009408,4004.551,2448.422,,,22.901,0.0548,21.7245,0.1177,0.4070,-0.8115,359.37930190857736,-32.62744974803947
16463,5003365,1197.542,2448.806,21.746000000000002,0.2422,22.399,0.0385,21.3735,0.0687,0.9203,1.7327,359.52743387908356,-32.62744671695418
16479,5003372,1204.826,2449.721,21.328000000000003,0.1915,21.728,0.0219,20.4115,0.0319,0.9860,0.4120,359.52704945880186,-32.6274062389605
16481,5003373,545.708,2449.842,20.964,0.1495,21.990000000000002,0.0276,20.7915,0.0389,0.9383,0.4633,359.56183247738886,-32.62737905098054
16482,264440,1583.564,2449.845,19.769,0.0566,20.629,0.0105,18.9945,0.0136,1.0877,0.4283,359.5070626439513,-32.62740892246333
16485,58133,1927.340,2449.917,21.203000000000003,0.1597,22.445,0.0334,20.6755,0.0451,0.9737,1.0307,359.48892084234706,-32.627410419548106
16487,264448,2627.401,2450.128,20.82,0.1014,21.413,0.0168,20.1005,0.0218,0.9690,-0.1823,359.4519771058958,-32.62740254254934
16488,264471,1576.256,2450.193,21.167,0.1453,21.372,0.0185,20.4955,0.0341,1.0747,-0.0450,359.50744829551826,-32.62739332764261
16490,264449,2640.807,2450.198,21.183999999999997,0.1360,21.844,0.0259,20.2165,0.0226,0.9740,-0.3327,359.45126964276204,-32.62739935462597
16495,58137,2131.212,2450.309,20.712000000000003,0.1255,21.14,0.0169,19.7985,0.0237,1.2653,0.1267,359.4781620727426,-32.62739455074728
16498,57997,3476.937,2450.443,21.345,0.1571,22.051000000000002,0.0297,21.0555,0.0453,1.0607,0.8170,359.40714527961626,-32.62737583601845
16504,264469,1482.956,2450.544,20.834000000000003,0.1117,22.131,0.0221,20.3495,0.0276,1.0157,0.7150,359.5123719273042,-32.6273759878047
16505,264495,856.544,2450.561,20.677999999999997,0.1081,22.302000000000003,0.0253,20.3975,0.0204,1.0777,0.7133,359.5454289964631,-32.62735857572759
16508,5003376,1861.080,2450.643,21.223,0.1739,22.360000000000003,0.0366,21.3075,0.0577,0.8690,0.9507,359.49241751601267,-32.627377450501236
16509,5003377,1855.543,2450.730,21.713,0.2509,21.444000000000003,0.0199,21.4365,0.0600,0.8927,-0.2383,359.49270971417513,-32.62737352075398
16512,5003378,1775.590,2450.748,21.458,0.2151,22.215,0.0308,21.1855,0.0564,0.9183,1.6143,359.49692900453,-32.627371734423505
16522,264478,2810.889,2451.035,21.488,0.1877,22.085,0.0279,21.0445,0.0470,1.0737,0.4317,359.44229405799484,-32.62736083570848
16529,264475,1982.480,2451.343,21.527,0.1975,21.637,0.0224,20.2935,0.0315,0.9840,0.8973,359.48601097058946,-32.62734755244908
16530,58059,3332.276,2451.383,20.991,0.1286,21.778000000000002,0.0227,20.7105,0.0351,1.0600,0.3680,359.41477936946796,-32.62733734725539
16532,5003380,2964.968,2451.478,21.455,0.1928,22.228,0.0337,21.2695,0.0571,0.9300,0.1387,359.4341629877122,-32.62733940080421
16541,5003384,1472.343,2451.750,21.244,0.1713,22.308,0.0345,21.1125,0.0518,0.9477,0.3570,359.51293196932465,-32.62732217776643
